GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	P49841	GO:0031334	positive regulation of protein-containing complex assembly	P
UniProtKB	P49841	GO:0031398	positive regulation of protein ubiquitination	P
UniProtKB	P49841	GO:0032007	negative regulation of TOR signaling	P
UniProtKB	P49841	GO:0032092	positive regulation of protein binding	P
UniProtKB	P49841	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	P49841	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	P49841	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	P49841	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	P49841	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	P49841	GO:0032515	negative regulation of phosphoprotein phosphatase activity	P
UniProtKB	P49841	GO:0032886	regulation of microtubule-based process	P
UniProtKB	P49841	GO:0035556	intracellular signal transduction	P
UniProtKB	P49841	GO:0036016	cellular response to interleukin-3	P
UniProtKB	P49841	GO:0042752	regulation of circadian rhythm	P
UniProtKB	P49841	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	P
UniProtKB	P49841	GO:0043547	positive regulation of GTPase activity	P
UniProtKB	P49841	GO:0045597	positive regulation of cell differentiation	P
UniProtKB	P49841	GO:0045668	negative regulation of osteoblast differentiation	P
UniProtKB	P49841	GO:0045719	negative regulation of glycogen biosynthetic process	P
UniProtKB	P49841	GO:0045724	positive regulation of cilium assembly	P
UniProtKB	P49841	GO:0045732	positive regulation of protein catabolic process	P
UniProtKB	P49841	GO:0046777	protein autophosphorylation	P
UniProtKB	P49841	GO:0046825	regulation of protein export from nucleus	P
UniProtKB	P49841	GO:0046825	regulation of protein export from nucleus	P
UniProtKB	P49841	GO:0048814	regulation of dendrite morphogenesis	P
UniProtKB	P49841	GO:0050770	regulation of axonogenesis	P
UniProtKB	P49841	GO:0060070	canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0060070	canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0060070	canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0060079	excitatory postsynaptic potential	P
UniProtKB	P49841	GO:0070507	regulation of microtubule cytoskeleton organization	P
UniProtKB	P49841	GO:0070507	regulation of microtubule cytoskeleton organization	P
UniProtKB	P49841	GO:0070885	negative regulation of calcineurin-NFAT signaling cascade	P
UniProtKB	P49841	GO:0071109	superior temporal gyrus development	P
UniProtKB	P49841	GO:0071300	cellular response to retinoic acid	P
UniProtKB	P49841	GO:0090090	negative regulation of canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0090090	negative regulation of canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0090090	negative regulation of canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0090090	negative regulation of canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0090090	negative regulation of canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0090090	negative regulation of canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0090090	negative regulation of canonical Wnt signaling pathway	P
UniProtKB	P49841	GO:0097191	extrinsic apoptotic signaling pathway	P
UniProtKB	P49841	GO:0097192	extrinsic apoptotic signaling pathway in absence of ligand	P
UniProtKB	P49841	GO:0099171	presynaptic modulation of chemical synaptic transmission	P
UniProtKB	P49841	GO:0099171	presynaptic modulation of chemical synaptic transmission	P
UniProtKB	P49841	GO:0099171	presynaptic modulation of chemical synaptic transmission	P
UniProtKB	P49841	GO:0099171	presynaptic modulation of chemical synaptic transmission	P
UniProtKB	P49841	GO:0099171	presynaptic modulation of chemical synaptic transmission	P
UniProtKB	P49841	GO:0099171	presynaptic modulation of chemical synaptic transmission	P
UniProtKB	P49841	GO:0106027	neuron projection organization	P
UniProtKB	P49841	GO:0150101	regulation of microtubule anchoring at centrosome	P
UniProtKB	P49841	GO:1900034	regulation of cellular response to heat	P
UniProtKB	P49841	GO:1900181	negative regulation of protein localization to nucleus	P
UniProtKB	P49841	GO:1900271	regulation of long-term synaptic potentiation	P
UniProtKB	P49841	GO:1901030	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	P
UniProtKB	P49841	GO:1901984	negative regulation of protein acetylation	P
UniProtKB	P49841	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	P
UniProtKB	P49841	GO:1903566	positive regulation of protein localization to cilium	P
UniProtKB	P49841	GO:1904339	negative regulation of dopaminergic neuron differentiation	P
UniProtKB	P49841	GO:1904646	cellular response to amyloid-beta	P
UniProtKB	P49841	GO:1904781	positive regulation of protein localization to centrosome	P
UniProtKB	P49841	GO:1904781	positive regulation of protein localization to centrosome	P
UniProtKB	P49841	GO:1904886	beta-catenin destruction complex disassembly	P
UniProtKB	P49841	GO:2000077	negative regulation of type B pancreatic cell development	P
UniProtKB	P49841	GO:2000466	negative regulation of glycogen (starch) synthase activity	P
UniProtKB	P49841	GO:2000740	negative regulation of mesenchymal stem cell differentiation	P
UniProtKB	P50613	GO:0006366	transcription by RNA polymerase II	P
UniProtKB	P50613	GO:0006367	transcription initiation at RNA polymerase II promoter	P
UniProtKB	P50613	GO:0006367	transcription initiation at RNA polymerase II promoter	P
UniProtKB	P50613	GO:0006367	transcription initiation at RNA polymerase II promoter	P
UniProtKB	P50613	GO:0042795	snRNA transcription by RNA polymerase II	P
UniProtKB	P50613	GO:0045944	positive regulation of transcription by RNA polymerase II	P
UniProtKB	P50613	GO:0045944	positive regulation of transcription by RNA polymerase II	P
UniProtKB	P50613	GO:0050821	protein stabilization	P
UniProtKB	P50613	GO:0051726	regulation of cell cycle	P
UniProtKB	P50613	GO:2000045	regulation of G1/S transition of mitotic cell cycle	P
UniProtKB	P50750	GO:0007346	regulation of mitotic cell cycle	P
UniProtKB	P50750	GO:0006468	protein phosphorylation	P
UniProtKB	P50750	GO:0006282	regulation of DNA repair	P
UniProtKB	P50750	GO:0006366	transcription by RNA polymerase II	P
UniProtKB	P50750	GO:0006367	transcription initiation at RNA polymerase II promoter	P
UniProtKB	P50750	GO:0006368	transcription elongation by RNA polymerase II	P
UniProtKB	P50750	GO:0006368	transcription elongation by RNA polymerase II	P
UniProtKB	P50750	GO:0006368	transcription elongation by RNA polymerase II	P
UniProtKB	P50750	GO:0008283	cell population proliferation	P
UniProtKB	P50750	GO:0031297	replication fork processing	P
UniProtKB	P50750	GO:0031440	regulation of mRNA 3'-end processing	P
UniProtKB	P50750	GO:0032968	positive regulation of transcription elongation by RNA polymerase II	P
UniProtKB	P50750	GO:0032968	positive regulation of transcription elongation by RNA polymerase II	P
UniProtKB	P50750	GO:0032968	positive regulation of transcription elongation by RNA polymerase II	P
UniProtKB	P50750	GO:0043923	positive regulation by host of viral transcription	P
UniProtKB	P50750	GO:0043923	positive regulation by host of viral transcription	P
UniProtKB	P50750	GO:0045944	positive regulation of transcription by RNA polymerase II	P
UniProtKB	P50750	GO:0051147	regulation of muscle cell differentiation	P
UniProtKB	P50750	GO:0051647	nucleus localization	P
UniProtKB	P50750	GO:0051726	regulation of cell cycle	P
UniProtKB	P50750	GO:0071345	cellular response to cytokine stimulus	P
UniProtKB	P50750	GO:0120186	negative regulation of protein localization to chromatin	P
UniProtKB	P50750	GO:0120187	positive regulation of protein localization to chromatin	P
UniProtKB	P50750	GO:0140673	transcription elongation-coupled chromatin remodeling	P
UniProtKB	P51451	GO:0007169	cell surface receptor protein tyrosine kinase signaling pathway	P
UniProtKB	P51451	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P51451	GO:0030154	cell differentiation	P
UniProtKB	P51451	GO:0032024	positive regulation of insulin secretion	P
UniProtKB	P51451	GO:0032092	positive regulation of protein binding	P
UniProtKB	P51451	GO:0035556	intracellular signal transduction	P
UniProtKB	P51451	GO:0045087	innate immune response	P
UniProtKB	P51451	GO:0050853	B cell receptor signaling pathway	P
UniProtKB	P51451	GO:0050853	B cell receptor signaling pathway	P
UniProtKB	P51617	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	P
UniProtKB	P51617	GO:0046777	protein autophosphorylation	P
UniProtKB	P51617	GO:0001959	regulation of cytokine-mediated signaling pathway	P
UniProtKB	P51617	GO:0002224	toll-like receptor signaling pathway	P
UniProtKB	P51617	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	P
UniProtKB	P51617	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	P
UniProtKB	P51617	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	P
UniProtKB	P51617	GO:0007249	canonical NF-kappaB signal transduction	P
UniProtKB	P51617	GO:0008063	Toll signaling pathway	P
UniProtKB	P51617	GO:0031663	lipopolysaccharide-mediated signaling pathway	P
UniProtKB	P51617	GO:0032088	negative regulation of NF-kappaB transcription factor activity	P
UniProtKB	P51617	GO:0032481	positive regulation of type I interferon production	P
UniProtKB	P51617	GO:0032496	response to lipopolysaccharide	P
UniProtKB	P51617	GO:0034134	toll-like receptor 2 signaling pathway	P
UniProtKB	P51617	GO:0034134	toll-like receptor 2 signaling pathway	P
UniProtKB	P51617	GO:0034142	toll-like receptor 4 signaling pathway	P
UniProtKB	P51617	GO:0034162	toll-like receptor 9 signaling pathway	P
UniProtKB	P51617	GO:0035556	intracellular signal transduction	P
UniProtKB	P51617	GO:0038172	interleukin-33-mediated signaling pathway	P
UniProtKB	P51617	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	P
UniProtKB	P51617	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	P
UniProtKB	P51617	GO:0045087	innate immune response	P
UniProtKB	P51617	GO:0046777	protein autophosphorylation	P
UniProtKB	P51617	GO:0051092	positive regulation of NF-kappaB transcription factor activity	P
UniProtKB	P51617	GO:0060337	type I interferon-mediated signaling pathway	P
UniProtKB	P51617	GO:0070498	interleukin-1-mediated signaling pathway	P
UniProtKB	P51617	GO:0070498	interleukin-1-mediated signaling pathway	P
UniProtKB	P51617	GO:0070498	interleukin-1-mediated signaling pathway	P
UniProtKB	P51617	GO:0070555	response to interleukin-1	P
UniProtKB	P51617	GO:0071222	cellular response to lipopolysaccharide	P
UniProtKB	P51617	GO:1904996	positive regulation of leukocyte adhesion to vascular endothelial cell	P
UniProtKB	P51812	GO:0001501	skeletal system development	P
UniProtKB	P51812	GO:0002224	toll-like receptor signaling pathway	P
UniProtKB	P51812	GO:0007165	signal transduction	P
UniProtKB	P51812	GO:0007268	chemical synaptic transmission	P
UniProtKB	P51812	GO:0007417	central nervous system development	P
UniProtKB	P51812	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P51812	GO:0030307	positive regulation of cell growth	P
UniProtKB	P51812	GO:0032496	response to lipopolysaccharide	P
UniProtKB	P51812	GO:0043066	negative regulation of apoptotic process	P
UniProtKB	P51812	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	P
UniProtKB	P51812	GO:0043555	regulation of translation in response to stress	P
UniProtKB	P51812	GO:0045597	positive regulation of cell differentiation	P
UniProtKB	P51812	GO:0045944	positive regulation of transcription by RNA polymerase II	P
UniProtKB	P51813	GO:0002250	adaptive immune response	P
UniProtKB	P51813	GO:0006468	protein phosphorylation	P
UniProtKB	P51813	GO:0006661	phosphatidylinositol biosynthetic process	P
UniProtKB	P51813	GO:0007165	signal transduction	P
UniProtKB	P51813	GO:0007165	signal transduction	P
UniProtKB	P51813	GO:0007498	mesoderm development	P
UniProtKB	P51813	GO:0046777	protein autophosphorylation	P
UniProtKB	P51813	GO:0050853	B cell receptor signaling pathway	P
UniProtKB	P51817	GO:0001525	angiogenesis	P
UniProtKB	P51817	GO:0001935	endothelial cell proliferation	P
UniProtKB	P51817	GO:0007155	cell adhesion	P
UniProtKB	P51817	GO:0010737	protein kinase A signaling	P
UniProtKB	P51817	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P51817	GO:0030099	myeloid cell differentiation	P
UniProtKB	P51817	GO:0030155	regulation of cell adhesion	P
UniProtKB	P51817	GO:0030334	regulation of cell migration	P
UniProtKB	P51817	GO:0031589	cell-substrate adhesion	P
UniProtKB	P51817	GO:0043542	endothelial cell migration	P
UniProtKB	P51817	GO:0046777	protein autophosphorylation	P
UniProtKB	P51817	GO:0046777	protein autophosphorylation	P
UniProtKB	P51817	GO:0060562	epithelial tube morphogenesis	P
UniProtKB	P51817	GO:0060993	kidney morphogenesis	P
UniProtKB	P51817	GO:2000696	regulation of epithelial cell differentiation involved in kidney development	P
UniProtKB	P51955	GO:0000278	mitotic cell cycle	P
UniProtKB	P51955	GO:0006468	protein phosphorylation	P
UniProtKB	P51955	GO:0006468	protein phosphorylation	P
UniProtKB	P51955	GO:0007059	chromosome segregation	P
UniProtKB	P51955	GO:0007059	chromosome segregation	P
UniProtKB	P51955	GO:0007088	regulation of mitotic nuclear division	P
UniProtKB	P51955	GO:0032212	positive regulation of telomere maintenance via telomerase	P
UniProtKB	P51955	GO:0046602	regulation of mitotic centrosome separation	P
UniProtKB	P51955	GO:0046602	regulation of mitotic centrosome separation	P
UniProtKB	P51955	GO:0046777	protein autophosphorylation	P
UniProtKB	P51955	GO:0046777	protein autophosphorylation	P
UniProtKB	P51955	GO:0051225	spindle assembly	P
UniProtKB	P51955	GO:0051299	centrosome separation	P
UniProtKB	P51955	GO:0051973	positive regulation of telomerase activity	P
UniProtKB	P51955	GO:0051988	regulation of attachment of spindle microtubules to kinetochore	P
UniProtKB	P51955	GO:1903126	negative regulation of centriole-centriole cohesion	P
UniProtKB	P51955	GO:1904355	positive regulation of telomere capping	P
UniProtKB	P51957	GO:0000278	mitotic cell cycle	P
UniProtKB	P51957	GO:0006468	protein phosphorylation	P
UniProtKB	P51957	GO:0006468	protein phosphorylation	P
UniProtKB	P51957	GO:0006974	DNA damage response	P
UniProtKB	P51957	GO:0006974	DNA damage response	P
UniProtKB	P51957	GO:0006974	DNA damage response	P
UniProtKB	P51957	GO:0045893	positive regulation of DNA-templated transcription	P
UniProtKB	P51957	GO:2000772	regulation of cellular senescence	P
UniProtKB	P52333	GO:0002731	negative regulation of dendritic cell cytokine production	P
UniProtKB	P52333	GO:0006468	protein phosphorylation	P
UniProtKB	P52333	GO:0007167	enzyme-linked receptor protein signaling pathway	P
UniProtKB	P52333	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	P
UniProtKB	P52333	GO:0007260	tyrosine phosphorylation of STAT protein	P
UniProtKB	P52333	GO:0018108	peptidyl-tyrosine phosphorylation	P
UniProtKB	P52333	GO:0019221	cytokine-mediated signaling pathway	P
UniProtKB	P52333	GO:0030154	cell differentiation	P
UniProtKB	P52333	GO:0030183	B cell differentiation	P
UniProtKB	P52333	GO:0032693	negative regulation of interleukin-10 production	P
UniProtKB	P52333	GO:0032695	negative regulation of interleukin-12 production	P
UniProtKB	P52333	GO:0035556	intracellular signal transduction	P
UniProtKB	P52333	GO:0035556	intracellular signal transduction	P
UniProtKB	P52333	GO:0035723	interleukin-15-mediated signaling pathway	P
UniProtKB	P52333	GO:0035771	interleukin-4-mediated signaling pathway	P
UniProtKB	P52333	GO:0038110	interleukin-2-mediated signaling pathway	P
UniProtKB	P52333	GO:0038110	interleukin-2-mediated signaling pathway	P
UniProtKB	P52333	GO:0038113	interleukin-9-mediated signaling pathway	P
UniProtKB	P52333	GO:0042981	regulation of apoptotic process	P
UniProtKB	P52333	GO:0043029	T cell homeostasis	P
UniProtKB	P52333	GO:0043029	T cell homeostasis	P
UniProtKB	P52333	GO:0045221	negative regulation of FasL production	P
UniProtKB	P52333	GO:0045626	negative regulation of T-helper 1 cell differentiation	P
UniProtKB	P52333	GO:0046425	regulation of receptor signaling pathway via JAK-STAT	P
UniProtKB	P52333	GO:0050868	negative regulation of T cell activation	P
UniProtKB	P52333	GO:0060397	growth hormone receptor signaling pathway via JAK-STAT	P
UniProtKB	P52333	GO:0060397	growth hormone receptor signaling pathway via JAK-STAT	P
UniProtKB	P52333	GO:0070232	regulation of T cell apoptotic process	P
UniProtKB	P52333	GO:0070244	negative regulation of thymocyte apoptotic process	P
UniProtKB	P52333	GO:0070669	response to interleukin-2	P
UniProtKB	P52333	GO:0070670	response to interleukin-4	P
UniProtKB	P52333	GO:0070670	response to interleukin-4	P
UniProtKB	P52333	GO:0070672	response to interleukin-15	P
UniProtKB	P52333	GO:0071104	response to interleukin-9	P
UniProtKB	P52564	GO:0000165	MAPK cascade	P
UniProtKB	P52564	GO:0000165	MAPK cascade	P
UniProtKB	P52564	GO:0007165	signal transduction	P
UniProtKB	P52564	GO:0031098	stress-activated protein kinase signaling cascade	P
UniProtKB	P52564	GO:0035872	nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway	P
UniProtKB	P52564	GO:0038066	p38MAPK cascade	P
UniProtKB	P52564	GO:0038066	p38MAPK cascade	P
UniProtKB	P52564	GO:0042770	signal transduction in response to DNA damage	P
UniProtKB	P52564	GO:0051403	stress-activated MAPK cascade	P
UniProtKB	P52564	GO:0051403	stress-activated MAPK cascade	P
UniProtKB	P52564	GO:0051726	regulation of cell cycle	P
UniProtKB	P52564	GO:0090398	cellular senescence	P
UniProtKB	P52564	GO:0120163	negative regulation of cold-induced thermogenesis	P
UniProtKB	P52564	GO:1901796	regulation of signal transduction by p53 class mediator	P
UniProtKB	P53350	GO:0045184	establishment of protein localization	P
UniProtKB	P53350	GO:0000070	mitotic sister chromatid segregation	P
UniProtKB	P53350	GO:0000086	G2/M transition of mitotic cell cycle	P
UniProtKB	P53350	GO:0000086	G2/M transition of mitotic cell cycle	P
UniProtKB	P53350	GO:0000122	negative regulation of transcription by RNA polymerase II	P
UniProtKB	P53350	GO:0000132	establishment of mitotic spindle orientation	P
UniProtKB	P53350	GO:0000278	mitotic cell cycle	P
UniProtKB	P53350	GO:0000278	mitotic cell cycle	P
UniProtKB	P53350	GO:0000278	mitotic cell cycle	P
UniProtKB	P53350	GO:0000281	mitotic cytokinesis	P
UniProtKB	P53350	GO:0000281	mitotic cytokinesis	P
UniProtKB	P53350	GO:0001578	microtubule bundle formation	P
UniProtKB	P53350	GO:0006302	double-strand break repair	P
UniProtKB	P53350	GO:0006468	protein phosphorylation	P
UniProtKB	P53350	GO:0006468	protein phosphorylation	P
UniProtKB	P53350	GO:0006468	protein phosphorylation	P
UniProtKB	P53350	GO:0006468	protein phosphorylation	P
UniProtKB	P53350	GO:0006468	protein phosphorylation	P
UniProtKB	P53350	GO:0007052	mitotic spindle organization	P
UniProtKB	P53350	GO:0007052	mitotic spindle organization	P
UniProtKB	P53350	GO:0007062	sister chromatid cohesion	P
UniProtKB	P53350	GO:0007062	sister chromatid cohesion	P
UniProtKB	P53350	GO:0007076	mitotic chromosome condensation	P
UniProtKB	P53350	GO:0007077	mitotic nuclear membrane disassembly	P
UniProtKB	P53350	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	P
UniProtKB	P53350	GO:0007094	mitotic spindle assembly checkpoint signaling	P
UniProtKB	P53350	GO:0007095	mitotic G2 DNA damage checkpoint signaling	P
UniProtKB	P53350	GO:0007098	centrosome cycle	P
UniProtKB	P53350	GO:0007098	centrosome cycle	P
UniProtKB	P53350	GO:0007346	regulation of mitotic cell cycle	P
UniProtKB	P53350	GO:0010800	positive regulation of peptidyl-threonine phosphorylation	P
UniProtKB	P53350	GO:0016567	protein ubiquitination	P
UniProtKB	P53350	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P53350	GO:0030071	regulation of mitotic metaphase/anaphase transition	P
UniProtKB	P53350	GO:0030071	regulation of mitotic metaphase/anaphase transition	P
UniProtKB	P53350	GO:0031648	protein destabilization	P
UniProtKB	P53350	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	P53350	GO:0032465	regulation of cytokinesis	P
UniProtKB	P53350	GO:0032465	regulation of cytokinesis	P
UniProtKB	P53350	GO:0043066	negative regulation of apoptotic process	P
UniProtKB	P53350	GO:0043393	regulation of protein binding	P
UniProtKB	P53350	GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity	P
UniProtKB	P53350	GO:0045862	positive regulation of proteolysis	P
UniProtKB	P53350	GO:0048313	Golgi inheritance	P
UniProtKB	P53350	GO:0051081	nuclear membrane disassembly	P
UniProtKB	P53350	GO:0051443	positive regulation of ubiquitin-protein transferase activity	P
UniProtKB	P53350	GO:0051726	regulation of cell cycle	P
UniProtKB	P53350	GO:0051726	regulation of cell cycle	P
UniProtKB	P53350	GO:0051726	regulation of cell cycle	P
UniProtKB	P53350	GO:0071168	protein localization to chromatin	P
UniProtKB	P53350	GO:0090435	protein localization to nuclear envelope	P
UniProtKB	P53350	GO:0097681	double-strand break repair via alternative nonhomologous end joining	P
UniProtKB	P53350	GO:0097681	double-strand break repair via alternative nonhomologous end joining	P
UniProtKB	P53350	GO:1900182	positive regulation of protein localization to nucleus	P
UniProtKB	P53350	GO:1901673	regulation of mitotic spindle assembly	P
UniProtKB	P53350	GO:1901990	regulation of mitotic cell cycle phase transition	P
UniProtKB	P53350	GO:1904668	positive regulation of ubiquitin protein ligase activity	P
UniProtKB	P53350	GO:1904776	regulation of protein localization to cell cortex	P
UniProtKB	P53350	GO:1905784	regulation of anaphase-promoting complex-dependent catabolic process	P
UniProtKB	P53350	GO:2000042	negative regulation of double-strand break repair via homologous recombination	P
UniProtKB	P53667	GO:0006468	protein phosphorylation	P
UniProtKB	P53667	GO:0006468	protein phosphorylation	P
UniProtKB	P53667	GO:0006468	protein phosphorylation	P
UniProtKB	P53667	GO:0006468	protein phosphorylation	P
UniProtKB	P53667	GO:0007165	signal transduction	P
UniProtKB	P53667	GO:0007165	signal transduction	P
UniProtKB	P53667	GO:0007266	Rho protein signal transduction	P
UniProtKB	P53667	GO:0007399	nervous system development	P
UniProtKB	P53667	GO:0030036	actin cytoskeleton organization	P
UniProtKB	P53667	GO:0030036	actin cytoskeleton organization	P
UniProtKB	P53667	GO:0032233	positive regulation of actin filament bundle assembly	P
UniProtKB	P53667	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	P
UniProtKB	P53667	GO:0045773	positive regulation of axon extension	P
UniProtKB	P53667	GO:0051444	negative regulation of ubiquitin-protein transferase activity	P
UniProtKB	P53667	GO:0051496	positive regulation of stress fiber assembly	P
UniProtKB	P53778	GO:0000165	MAPK cascade	P
UniProtKB	P53778	GO:0007165	signal transduction	P
UniProtKB	P53778	GO:0007517	muscle organ development	P
UniProtKB	P53778	GO:0010952	positive regulation of peptidase activity	P
UniProtKB	P53778	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P53778	GO:0018105	peptidyl-serine phosphorylation	P
UniProtKB	P53778	GO:0035556	intracellular signal transduction	P
UniProtKB	P53778	GO:0042770	signal transduction in response to DNA damage	P
UniProtKB	P53778	GO:0045445	myoblast differentiation	P
UniProtKB	P53778	GO:0051149	positive regulation of muscle cell differentiation	P
UniProtKB	P53778	GO:0051726	regulation of cell cycle	P
UniProtKB	P53779	GO:0006468	protein phosphorylation	P
UniProtKB	P53779	GO:0006468	protein phosphorylation	P
UniProtKB	P53779	GO:0007165	signal transduction	P
UniProtKB	P53779	GO:0007254	JNK cascade	P
UniProtKB	P53779	GO:0007254	JNK cascade	P
UniProtKB	P53779	GO:0009416	response to light stimulus	P
UniProtKB	P53779	GO:0038095	Fc-epsilon receptor signaling pathway	P
UniProtKB	P53779	GO:0042752	regulation of circadian rhythm	P
UniProtKB	P53779	GO:0090398	cellular senescence	P
UniProtKB	P54619	GO:0006110	regulation of glycolytic process	P
UniProtKB	P54619	GO:0006468	protein phosphorylation	P
UniProtKB	P54619	GO:0006468	protein phosphorylation	P
UniProtKB	P54619	GO:0007165	signal transduction	P
UniProtKB	P54619	GO:0007283	spermatogenesis	P
UniProtKB	P54619	GO:0010628	positive regulation of gene expression	P
UniProtKB	P54619	GO:0031669	cellular response to nutrient levels	P
UniProtKB	P54619	GO:0031669	cellular response to nutrient levels	P
UniProtKB	P54619	GO:0031669	cellular response to nutrient levels	P
UniProtKB	P54619	GO:0031669	cellular response to nutrient levels	P
UniProtKB	P54619	GO:0045860	positive regulation of protein kinase activity	P
UniProtKB	P54646	GO:1905691	lipid droplet disassembly	P
UniProtKB	P54646	GO:0006468	protein phosphorylation	P
UniProtKB	P54646	GO:0007165	signal transduction	P
UniProtKB	P54646	GO:0008610	lipid biosynthetic process	P
UniProtKB	P54646	GO:0010508	positive regulation of autophagy	P
UniProtKB	P54646	GO:0010629	negative regulation of gene expression	P
UniProtKB	P54646	GO:0016239	positive regulation of macroautophagy	P
UniProtKB	P54646	GO:0016241	regulation of macroautophagy	P
UniProtKB	P54646	GO:0031669	cellular response to nutrient levels	P
UniProtKB	P54646	GO:0031669	cellular response to nutrient levels	P
UniProtKB	P54646	GO:0031669	cellular response to nutrient levels	P
UniProtKB	P54646	GO:0031669	cellular response to nutrient levels	P
UniProtKB	P54646	GO:0032007	negative regulation of TOR signaling	P
UniProtKB	P54646	GO:0032007	negative regulation of TOR signaling	P
UniProtKB	P54646	GO:0034599	cellular response to oxidative stress	P
UniProtKB	P54646	GO:0042149	cellular response to glucose starvation	P
UniProtKB	P54646	GO:0042149	cellular response to glucose starvation	P
UniProtKB	P54646	GO:0042149	cellular response to glucose starvation	P
UniProtKB	P54646	GO:0042149	cellular response to glucose starvation	P
UniProtKB	P54646	GO:0042149	cellular response to glucose starvation	P
UniProtKB	P54646	GO:0042593	glucose homeostasis	P
UniProtKB	P54646	GO:0042752	regulation of circadian rhythm	P
UniProtKB	P54646	GO:0043066	negative regulation of apoptotic process	P
UniProtKB	P54646	GO:0045821	positive regulation of glycolytic process	P
UniProtKB	P54646	GO:0055089	fatty acid homeostasis	P
UniProtKB	P54646	GO:0070507	regulation of microtubule cytoskeleton organization	P
UniProtKB	P54646	GO:0071277	cellular response to calcium ion	P
UniProtKB	P54646	GO:0071333	cellular response to glucose stimulus	P
UniProtKB	P54646	GO:0097009	energy homeostasis	P
UniProtKB	P54646	GO:1903829	positive regulation of protein localization	P
UniProtKB	P54646	GO:1903944	negative regulation of hepatocyte apoptotic process	P
UniProtKB	P54646	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	P54646	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	P54646	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	P54646	GO:1904262	negative regulation of TORC1 signaling	P
UniProtKB	P54646	GO:1904428	negative regulation of tubulin deacetylation	P
UniProtKB	P54646	GO:1990044	protein localization to lipid droplet	P
UniProtKB	P54646	GO:2000758	positive regulation of peptidyl-lysine acetylation	P
UniProtKB	P54760	GO:0001525	angiogenesis	P
UniProtKB	P54760	GO:0001525	angiogenesis	P
UniProtKB	P54760	GO:0002042	cell migration involved in sprouting angiogenesis	P
UniProtKB	P54760	GO:0003007	heart morphogenesis	P
UniProtKB	P54760	GO:0007155	cell adhesion	P
UniProtKB	P54760	GO:0046777	protein autophosphorylation	P
UniProtKB	P54760	GO:0048013	ephrin receptor signaling pathway	P
UniProtKB	P54760	GO:0048013	ephrin receptor signaling pathway	P
UniProtKB	P67870	GO:0007165	signal transduction	P
UniProtKB	P67870	GO:0008285	negative regulation of cell population proliferation	P
UniProtKB	P67870	GO:0018107	peptidyl-threonine phosphorylation	P
UniProtKB	P67870	GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	P
UniProtKB	P67870	GO:0032927	positive regulation of activin receptor signaling pathway	P
UniProtKB	P67870	GO:0033211	adiponectin-activated signaling pathway	P
UniProtKB	P67870	GO:0043537	negative regulation of blood vessel endothelial cell migration	P
UniProtKB	P67870	GO:0051101	regulation of DNA binding	P
