"O00141","O00311","O00329","O00418","O00444","O14757","O14920","O14965","O15075","O15111","O15264","O15530","O43293","O43741","O43781","O60285","O60674","O75116","O75582","O75676","O94806","O95819","O96013","O96017","P00519","P00533","P04049","P04626","P04629","P05129","P05771","P06213","P06239","P06241","P06493","P07332","P07333","P07947","P07948","P07949","P08069","P08581","P08631","P08922","P09619","P09769","P10721","P11309","P11362","P11802","P12931","P15056","P15735","P16234","P16591","P17252","P17612","P17948","P19784","P21802","P22455","P22607","P22612","P22694","P23443","P23458","P24723","P24941","P27361","P27448","P28482","P29317","P29323","P29376","P29597","P30291","P30530","P31749","P31751","P34947","P35916","P35968","P36507","P36888","P41240","P41279","P41743","P42336","P42338","P42345","P42679","P42684","P42685","P43403","P43405","P45983","P45984","P48729","P48730","P48736","P49137","P49336","P49674","P49759","P49760","P49840","P49841","P50613","P50750","P51451","P51617","P51812","P51813","P51817","P51955","P51957","P52333","P52564","P53350","P53667","P53778","P53779","P54619","P54646","P54760","P67870","P68400","P78368","P78527","P80192","Q00534","Q00535","Q02156","Q02750","Q02763","Q02779","Q04759","Q04771","Q04912","Q05397","Q05513","Q05655","Q06187","Q06418","Q07912","Q08881","Q12851","Q12866","Q13131","Q13153","Q13177","Q13188","Q13237","Q13464","Q13554","Q13555","Q13557","Q13627","Q13882","Q13976","Q14012","Q14164","Q14289","Q14680","Q15078","Q15118","Q15139","Q15303","Q15418","Q15759","Q16288","Q16512","Q16513","Q16539","Q16566","Q16584","Q16620","Q16644","Q5S007","Q5VT25","Q7KZI7","Q7L7X3","Q86V86","Q8IU85","Q8IW41","Q8N4C8","Q8NE63","Q8TDC3","Q96GD4","Q96KB5","Q96L34","Q96PF2","Q96RG2","Q96RR4","Q96SB4","Q99683","Q9BUB5","Q9BWU1","Q9BXA7","Q9BZL6","Q9H0K1","Q9H2G2","Q9H2X6","Q9H3Y6","Q9H4B4","Q9HAZ1","Q9HBH9","Q9HBY8","Q9HC98","Q9HCP0","Q9NR20","Q9NWZ3","Q9NYL2","Q9P1W9","Q9P289","Q9UBE8","Q9UBF8","Q9UBS0","Q9UEE5","Q9UGI9","Q9UGJ0","Q9UHD2","Q9UM73","Q9UQM7","Q9Y243","Q9Y463","Q9Y478","Q9Y4K4","Q9Y6M4"
0.042582,0.018804,0.008667,0.008477,0.03612,0.057083,0.081236,0.047768,0.040621,0.074092,0.042724,0.03681,0.069489,0.013478,0.025975,0.048346,0.034007,0.025988,0.038035,0.032864,0.050199,0.035774,0.043332,0.049362,0.018492,0.015318,0.030217,0.015788,0.019523,0.023545,0.027383,0.015888,0.035023,0.036333,0.046605,0.026822,0.018377,0.036545,0.032959,0.016958,0.015219,0.016759,0.03342,0.010512,0.016079,0.03569,0.023408,0.027314,0.015489,0.047063,0.039358,0.03052,0.058159,0.018434,0.027732,0.02624,0.045261,0.015583,0.030961,0.014745,0.014991,0.015457,0.049507,0.041843,0.050477,0.033048,0.034806,0.060586,0.038823,0.052734,0.040403,0.024776,0.023872,0.021803,0.031833,0.022418,0.014775,0.039858,0.045148,0.030605,0.013405,0.012535,0.05399,0.017037,0.032472,0.038354,0.034387,0.008083,0.007486,0.005894,0.029368,0.01782,0.035374,0.032409,0.025789,0.029643,0.032571,0.029027,0.030437,0.008878,0.04581,0.032614,0.030388,0.01862,0.015928,0.044227,0.047197,0.055392,0.045942,0.029055,0.011016,0.045939,0.026173,0.050453,0.055057,0.034902,0.026791,0.050683,0.042937,0.030006,0.039585,0.030078,0.012072,0.043249,0.024226,0.015388,0.027834,0.024544,0.004857,0.023153,0.050491,0.047695,0.029681,0.056982,0.015107,0.023186,0.030915,0.015187,0.022162,0.017557,0.034577,0.026342,0.029289,0.016415,0.01938,0.027193,0.035028,0.012095,0.046841,0.051153,0.052637,0.059391,0.037895,0.024901,0.043911,0.04925,0.055743,0.024315,0.045927,0.035639,0.071231,1,0.019277,0.047489,0.013632,0.01279,0.050224,0.01954,0.050013,0.040573,0.01944,0.027012,0.031687,0.043342,0.056295,0.020084,0.018614,0.042653,0.018061,0.02489,0.051532,0.030961,0.033454,0.065913,0.023593,0.035209,0.031736,0.03372,0.055469,0.028869,0.056751,0.040048,0.026122,0.050463,0.017979,0.03131,0.026132,0.033487,0.041706,0.049941,0.033911,0.040886,0.021265,0.034264,0.04645,0.017359,0.040322,0.042898,0.044987,0.025053,0.031214,0.038503,0.022312,0.04125,0.050215,0.036089,0.008905,0.048997,0.056494,0.010807,0.010997,0.447867,0.01896,0.051455,0.045994,0.027649,0.013426,0.033268,0.026339
0.056826,0.01491,0.008148,0.008166,0.033762,0.034442,0.027382,0.048181,0.029838,0.028121,0.025518,0.037515,0.036402,0.011954,0.014757,0.041688,0.061276,0.016444,0.026162,0.023688,0.03142,0.019872,0.037341,0.038026,0.094955,0.084408,0.044001,0.085922,0.090207,0.022517,0.029204,0.074326,0.122249,0.118013,0.041281,0.10605,0.06144,0.115659,0.122261,0.069754,0.078493,0.075277,0.131946,0.057736,0.056668,0.113778,0.061381,0.02335,0.080558,0.030959,0.115424,0.038688,0.033,0.060523,0.12274,0.032568,0.042826,0.059991,0.032167,0.08121,0.08426,0.081287,0.048925,0.042541,0.034744,0.06121,0.026509,0.049089,0.034504,0.031133,0.034294,0.09691,0.093375,0.0765,0.061143,0.013477,0.084586,0.034027,0.0368,0.027462,0.059086,0.057935,0.033815,0.055834,0.120907,0.028345,0.027681,0.007463,0.008622,0.004552,0.109319,0.091008,0.125067,0.117812,0.115232,0.022084,0.023929,0.018629,0.017693,0.007397,0.028627,0.016744,0.018548,0.015514,0.014334,0.023475,0.028174,0.032921,0.022719,0.126897,0.017911,0.043145,0.105136,0.053018,0.04299,0.037868,0.054469,0.035632,0.040677,0.048615,0.027643,0.022834,0.01207,0.041914,0.093309,0.016027,0.032228,0.017821,0.004424,0.040928,0.033055,0.044272,0.026482,0.034087,0.06081,0.040184,0.033532,0.012127,0.075296,0.359233,0.02588,0.034295,0.096456,0.085482,0.087529,0.110187,0.024808,0.081956,0.04131,0.037197,0.039895,0.048126,0.026131,0.017455,0.025241,0.029637,0.027494,0.012501,0.117315,0.028071,0.039464,0.019277,1,0.035121,0.01067,0.012385,0.030146,0.087428,0.037904,0.025276,0.079143,0.023297,0.022162,0.028194,0.033784,0.044694,0.08954,0.025819,0.014206,0.019434,0.030423,0.027135,0.024888,0.033939,0.018551,0.01852,0.022597,0.028311,0.043632,0.020379,0.032837,0.035276,0.02226,0.035863,0.009129,0.022501,0.01312,0.01621,0.033811,0.030704,0.030231,0.024681,0.009902,0.109887,0.040827,0.01366,0.018326,0.046896,0.071622,0.018266,0.013924,0.030956,0.050702,0.02803,0.054303,0.027478,0.008903,0.040553,0.028005,0.01146,0.011962,0.026321,0.061566,0.033316,0.038867,0.013538,0.014074,0.025256,0.019414
0.115445,0.029746,0.01239,0.010119,0.096095,0.130735,0.050484,0.138308,0.102913,0.05036,0.069871,0.105843,0.118621,0.014363,0.030169,0.153511,0.040595,0.062334,0.082488,0.07809,0.076375,0.037995,0.080279,0.107052,0.036184,0.030363,0.052187,0.02579,0.027223,0.077345,0.07746,0.018774,0.057657,0.051497,0.086693,0.039185,0.025613,0.047241,0.059548,0.021496,0.017502,0.030627,0.055463,0.010089,0.022433,0.055109,0.026299,0.100346,0.036109,0.048162,0.053751,0.051976,0.119349,0.02107,0.039925,0.082119,0.143351,0.023623,0.058403,0.038185,0.036462,0.040026,0.138674,0.143071,0.100341,0.044984,0.097976,0.093177,0.060693,0.171536,0.057305,0.031499,0.028297,0.016507,0.045883,0.033984,0.02288,0.120414,0.125646,0.063497,0.023267,0.02285,0.063596,0.027673,0.060762,0.051304,0.088453,0.009022,0.009319,0.006085,0.03823,0.040041,0.058235,0.05004,0.042131,0.055806,0.057852,0.053455,0.037635,0.007377,0.096436,0.028909,0.038304,0.029497,0.028613,0.055469,0.058181,0.067984,0.056299,0.051752,0.02136,0.094307,0.043518,0.139159,0.077218,0.061956,0.031643,0.043741,0.107482,0.043313,0.066167,0.050719,0.014125,0.196018,0.029494,0.01688,0.060831,0.039456,0.004781,0.031723,0.047163,0.087682,0.090031,0.060714,0.021528,0.0304,0.08337,0.017312,0.026036,0.041069,0.088335,0.082153,0.048093,0.024922,0.027966,0.047873,0.054244,0.017671,0.199089,0.082576,0.091663,0.070412,0.075548,0.064678,0.112473,0.112362,0.124029,0.024301,0.067142,0.089685,0.162864,0.047489,0.035121,1,0.013647,0.012133,0.077654,0.027031,0.092281,0.067334,0.023372,0.065804,0.068054,0.070652,0.130423,0.032873,0.034078,0.099738,0.018646,0.048698,0.16602,0.037409,0.10896,0.181973,0.057634,0.03574,0.041402,0.156789,0.132953,0.025251,0.170344,0.151601,0.057411,0.087953,0.016531,0.036769,0.045656,0.028316,0.147016,0.07834,0.134654,0.049102,0.024537,0.050725,0.107313,0.028873,0.088074,0.116921,0.07257,0.038798,0.030923,0.053001,0.041096,0.107087,0.088977,0.0591,0.009981,0.110274,0.098191,0.010143,0.009461,0.045326,0.013903,0.127222,0.121236,0.027956,0.020569,0.060805,0.039046
0.021017,0.018412,0.012817,0.013669,0.011948,0.016431,0.015162,0.021259,0.019063,0.013606,0.017789,0.015698,0.015663,0.019795,0.017023,0.014078,0.012258,0.010676,0.011623,0.015438,0.013488,0.013418,0.016216,0.01602,0.017296,0.009919,0.013287,0.010616,0.012699,0.012995,0.015792,0.011621,0.011972,0.01215,0.016568,0.013441,0.012551,0.014449,0.012987,0.010751,0.01111,0.009063,0.015169,0.006741,0.012532,0.014601,0.010449,0.016151,0.015546,0.016917,0.017403,0.013857,0.018953,0.013655,0.016218,0.017839,0.015718,0.013173,0.017984,0.014792,0.014654,0.01423,0.017474,0.015731,0.014275,0.012459,0.013619,0.017122,0.022446,0.014881,0.017766,0.010793,0.011406,0.013971,0.011294,0.014643,0.01302,0.013884,0.013406,0.016972,0.0115,0.012188,0.017048,0.010687,0.016428,0.016198,0.012826,0.01061,0.0137,0.008291,0.018895,0.014,0.013059,0.013494,0.014624,0.017996,0.015415,0.023218,0.017726,0.010845,0.031504,0.018999,0.022524,0.020951,0.016922,0.014916,0.016037,0.021164,0.017573,0.013084,0.015496,0.018136,0.013798,0.017715,0.017868,0.013719,0.01106,0.020433,0.014283,0.014759,0.016593,0.019781,0.019543,0.015828,0.010406,0.018246,0.018653,0.018625,0.007201,0.013136,0.032842,0.018414,0.015946,0.01774,0.01098,0.016891,0.012944,0.015366,0.012468,0.015515,0.012897,0.01874,0.013971,0.014288,0.015041,0.01173,0.01367,0.016279,0.015696,0.01788,0.018288,0.017334,0.016263,0.010798,0.014341,0.016149,0.015559,0.019236,0.014755,0.012677,0.018112,0.013632,0.01067,0.013647,1,0.014165,0.014089,0.010973,0.015343,0.022444,0.011951,0.013665,0.01369,0.019619,0.013731,0.015241,0.01469,0.023238,0.008333,0.011624,0.014935,0.013923,0.015111,0.01967,0.016643,0.015225,0.013574,0.015627,0.026492,0.023125,0.014355,0.017945,0.009912,0.016669,0.016628,0.012474,0.016779,0.024686,0.018248,0.016925,0.018356,0.010448,0.012973,0.015208,0.019344,0.019515,0.014161,0.018751,0.017679,0.017428,0.01627,0.018966,0.011544,0.020666,0.015675,0.025026,0.018921,0.01983,0.019536,0.017396,0.020399,0.013814,0.009681,0.016912,0.017823,0.020765,0.020377,0.014212,0.016912
0.016267,0.0104,0.01016,0.012447,0.010586,0.013332,0.012353,0.01414,0.0112,0.01105,0.015365,0.013908,0.013106,0.020429,0.01237,0.01535,0.009987,0.008933,0.011022,0.014574,0.009456,0.01175,0.013192,0.013011,0.010377,0.009597,0.012911,0.008375,0.010948,0.012572,0.011476,0.009724,0.012422,0.014859,0.018662,0.00964,0.010794,0.01755,0.012074,0.010904,0.010275,0.009052,0.012693,0.006393,0.011314,0.014189,0.008161,0.014416,0.009518,0.018874,0.014562,0.014576,0.019484,0.009475,0.010985,0.011108,0.016075,0.012275,0.01699,0.011108,0.013553,0.010298,0.017058,0.016088,0.02389,0.009089,0.01036,0.025471,0.014556,0.014471,0.015345,0.009905,0.009825,0.011383,0.008925,0.013695,0.010895,0.014937,0.014957,0.015323,0.009129,0.00796,0.016106,0.008366,0.017612,0.016095,0.011103,0.012485,0.009786,0.006207,0.014594,0.009318,0.012142,0.013841,0.012237,0.012844,0.014678,0.014944,0.014383,0.009075,0.016817,0.015061,0.01436,0.015493,0.012542,0.015394,0.014761,0.016234,0.01423,0.011759,0.012626,0.01214,0.012946,0.017214,0.015391,0.010842,0.008982,0.017097,0.018674,0.015878,0.0158,0.01825,0.017375,0.011686,0.009578,0.0171,0.016527,0.015585,0.005451,0.010168,0.015267,0.014877,0.012342,0.0167,0.009728,0.0106,0.012185,0.015671,0.00922,0.011572,0.01228,0.011151,0.01169,0.009197,0.010069,0.011269,0.011439,0.013622,0.012747,0.016536,0.016511,0.012847,0.01228,0.010541,0.010235,0.011196,0.012612,0.010183,0.011495,0.014851,0.022734,0.01279,0.012385,0.012133,0.014165,1,0.008766,0.009181,0.012838,0.016855,0.0125,0.010231,0.011456,0.017865,0.014043,0.009954,0.011347,0.013426,0.007523,0.009284,0.01151,0.009903,0.015173,0.021162,0.01266,0.009492,0.011358,0.012422,0.015764,0.016295,0.011011,0.018406,0.009048,0.014325,0.012843,0.009444,0.014466,0.014176,0.018132,0.011084,0.01024,0.009537,0.009002,0.014778,0.01115,0.013064,0.013543,0.014818,0.023465,0.015908,0.013214,0.019302,0.009982,0.014241,0.015378,0.011853,0.011309,0.023645,0.014531,0.013724,0.014741,0.011219,0.007201,0.012487,0.014085,0.011584,0.017051,0.013457,0.015867
0.085074,0.025197,0.007385,0.00834,0.054874,0.059961,0.050581,0.090773,0.085304,0.052343,0.049928,0.064648,0.1074,0.012927,0.04285,0.073006,0.021004,0.039644,0.071436,0.063182,0.653671,0.035421,0.059956,0.120002,0.030839,0.02447,0.043465,0.021497,0.013525,0.049371,0.052683,0.017577,0.03256,0.031504,0.084083,0.034299,0.014665,0.027125,0.042127,0.01483,0.013646,0.020047,0.034417,0.010488,0.018622,0.026326,0.01726,0.07104,0.019226,0.063903,0.028999,0.033078,0.08924,0.018999,0.031816,0.052828,0.111366,0.016561,0.042786,0.018577,0.018887,0.018836,0.105049,0.107427,0.071013,0.021906,0.060877,0.086601,0.063375,0.068828,0.063731,0.026482,0.027255,0.01949,0.019523,0.023327,0.017714,0.079714,0.08154,0.07,0.0175,0.01593,0.068764,0.019269,0.030763,0.037041,0.060654,0.007451,0.007317,0.006286,0.026521,0.030434,0.042362,0.041635,0.034449,0.057031,0.055437,0.036361,0.033117,0.007385,0.08294,0.045519,0.033373,0.027794,0.030088,0.038391,0.044355,0.062669,0.036257,0.03937,0.014804,0.068041,0.031321,0.093182,0.069952,0.060167,0.024179,0.064754,0.05761,0.037175,0.05407,0.05553,0.013372,0.084496,0.028581,0.013037,0.041412,0.022077,0.004149,0.03198,0.067284,0.0772,0.050536,0.069318,0.013397,0.041161,0.059899,0.012728,0.023057,0.026237,0.059451,0.06575,0.034884,0.014988,0.02157,0.030539,0.045073,0.016964,0.088577,0.07049,0.076536,0.0605,0.063537,0.040615,0.087495,0.099698,0.108703,0.036646,0.048665,0.066717,0.134696,0.050224,0.030146,0.077654,0.014089,0.008766,1,0.026657,0.069328,0.050404,0.010975,0.050974,0.049758,0.05619,0.116338,0.039841,0.014107,0.081934,0.026156,0.034553,0.066579,0.032892,0.078017,0.140219,0.067128,0.034059,0.049452,0.072483,0.09125,0.031208,0.070768,0.094728,0.039978,0.057889,0.025058,0.037648,0.036037,0.04323,0.090032,0.640489,0.060141,0.033019,0.029536,0.036466,0.061922,0.022208,0.054788,0.087036,0.079738,0.021605,0.041911,0.033672,0.028825,0.072498,0.063847,0.050606,0.0089,0.074271,0.120697,0.008878,0.011487,0.047524,0.013326,0.10748,0.079874,0.042875,0.014014,0.042671,0.022148
0.031812,0.010669,0.006541,0.007987,0.024767,0.028968,0.019251,0.03455,0.016883,0.0159,0.027414,0.034724,0.033833,0.009987,0.013562,0.032891,0.057677,0.012344,0.02199,0.021345,0.026726,0.016826,0.024076,0.02407,0.078416,0.458336,0.047439,0.396113,0.064798,0.025162,0.025358,0.049196,0.092642,0.092836,0.043102,0.076112,0.052111,0.086201,0.088502,0.061332,0.049649,0.067623,0.089914,0.042941,0.049448,0.091568,0.052555,0.022155,0.074787,0.033786,0.090548,0.044944,0.027407,0.050885,0.083103,0.028453,0.031116,0.048147,0.021129,0.072481,0.074603,0.075492,0.033337,0.028936,0.031735,0.060898,0.021083,0.046194,0.03079,0.031009,0.034426,0.08926,0.077277,0.066955,0.054906,0.013242,0.0686,0.023219,0.0256,0.020703,0.04505,0.047807,0.039019,0.055118,0.097129,0.019154,0.02636,0.00596,0.005532,0.004025,0.094416,0.07826,0.102036,0.103769,0.103758,0.023283,0.023382,0.018022,0.019563,0.006529,0.018756,0.019866,0.019025,0.012445,0.011663,0.016463,0.016183,0.028642,0.025473,0.095351,0.015238,0.032788,0.088407,0.034327,0.027593,0.027039,0.062008,0.036385,0.027446,0.038495,0.027877,0.022312,0.010977,0.029506,0.079245,0.011392,0.019982,0.013844,0.003406,0.040699,0.038261,0.039045,0.022062,0.040382,0.058503,0.041612,0.026977,0.015218,0.06213,0.087269,0.02356,0.02876,0.089713,0.071223,0.08395,0.093702,0.019758,0.067499,0.029041,0.035386,0.034828,0.036779,0.022326,0.012485,0.017956,0.019424,0.023458,0.00947,0.084711,0.021587,0.025702,0.01954,0.087428,0.027031,0.010973,0.009181,0.026657,1,0.035331,0.027766,0.054409,0.026876,0.021751,0.02975,0.028626,0.046068,0.062536,0.015703,0.015766,0.010746,0.028257,0.020086,0.025446,0.024456,0.016937,0.018498,0.017191,0.027164,0.031745,0.03339,0.030178,0.029571,0.014349,0.026424,0.009882,0.017419,0.012266,0.019232,0.023736,0.02715,0.029111,0.023361,0.009429,0.097925,0.025416,0.012231,0.019138,0.029318,0.047867,0.013989,0.01177,0.040007,0.04605,0.023863,0.042952,0.026802,0.00694,0.030719,0.029262,0.007993,0.007675,0.020179,0.044267,0.022587,0.025056,0.010641,0.010571,0.022291,0.014302
0.236856,0.027864,0.008688,0.012686,0.083053,0.090101,0.050877,0.134097,0.126944,0.04948,0.08019,0.13172,0.129447,0.016997,0.052506,0.098077,0.036354,0.082884,0.339314,0.330892,0.069722,0.03597,0.071359,0.12016,0.03951,0.038726,0.049958,0.037112,0.034941,0.15926,0.177174,0.027129,0.057977,0.051461,0.082484,0.051936,0.027167,0.049226,0.058852,0.030421,0.02636,0.034643,0.056476,0.020983,0.026546,0.045196,0.029384,0.061021,0.043952,0.066174,0.046343,0.044872,0.132169,0.02917,0.051225,0.172049,0.217439,0.031233,0.060521,0.044944,0.044204,0.043589,0.207054,0.209361,0.293868,0.035798,0.164248,0.095154,0.06577,0.09609,0.067906,0.042377,0.035214,0.03007,0.038185,0.035224,0.034937,0.224801,0.231185,0.124828,0.027344,0.026609,0.087477,0.027308,0.046283,0.056719,0.164345,0.009395,0.007532,0.005199,0.047112,0.038726,0.057001,0.05298,0.050966,0.064421,0.070173,0.035655,0.032862,0.008677,0.170001,0.037028,0.032118,0.040476,0.031136,0.053473,0.061965,0.082155,0.05695,0.048057,0.019696,0.792371,0.043891,0.209759,0.081564,0.076815,0.035193,0.077402,0.099167,0.042634,0.077749,0.061735,0.012585,0.090238,0.039091,0.0188,0.063948,0.040781,0.004747,0.04399,0.076766,0.076467,0.151212,0.089966,0.03265,0.043284,0.15603,0.0201,0.032118,0.040836,0.16124,0.157427,0.050438,0.036334,0.030135,0.05987,0.055022,0.036358,0.093348,0.080599,0.082129,0.079098,0.136658,0.085182,0.117887,0.134008,0.138085,0.03236,0.053734,0.152122,0.167671,0.050013,0.037904,0.092281,0.015343,0.012838,0.069328,0.035331,1,0.07264,0.022127,0.144047,0.142643,0.07692,0.153931,0.046203,0.035172,0.162478,0.015675,0.077406,0.094658,0.036761,0.068509,0.16938,0.1101,0.036335,0.040323,0.092331,0.144065,0.027432,0.097838,0.094687,0.038878,0.074852,0.019769,0.040738,0.071711,0.035847,0.089605,0.072507,0.071388,0.04832,0.032399,0.060343,0.097719,0.032361,0.124419,0.231443,0.095792,0.043532,0.040986,0.046216,0.04411,0.084158,0.090501,0.055647,0.014422,0.295951,0.112529,0.010882,0.010449,0.04448,0.020955,0.139982,0.235289,0.037053,0.013546,0.046967,0.039935
0.073792,0.043098,0.010836,0.013654,0.057417,0.076782,0.062264,0.11108,0.063293,0.070895,0.600477,0.071625,0.078118,0.016959,0.137757,0.077143,0.035533,0.040832,0.058678,0.051598,0.048854,0.046401,0.077733,0.082609,0.039841,0.027031,0.040916,0.029234,0.025432,0.060758,0.060655,0.021334,0.0611,0.064772,0.231631,0.040539,0.024962,0.059041,0.072408,0.030503,0.021739,0.025763,0.057438,0.012995,0.030271,0.054476,0.032931,0.069681,0.046638,0.177718,0.056558,0.041429,0.083508,0.030266,0.039697,0.05712,0.094048,0.028031,0.154425,0.045957,0.045309,0.045892,0.096773,0.091986,0.071632,0.031084,0.05493,0.246231,0.406927,0.070513,0.411892,0.033877,0.032025,0.01485,0.029949,0.045464,0.033863,0.064176,0.069734,0.067235,0.02869,0.028378,0.087836,0.030063,0.056547,0.055756,0.06171,0.013696,0.012882,0.00761,0.052477,0.035924,0.047949,0.041154,0.045008,0.388187,0.376184,0.049728,0.040924,0.011765,0.061825,0.093625,0.040858,0.071558,0.059914,0.15746,0.171741,0.212079,0.174838,0.072948,0.0277,0.072508,0.043371,0.080254,0.079114,0.070662,0.030755,0.07447,0.080303,0.047996,0.64707,0.368276,0.024666,0.075208,0.0277,0.020768,0.143524,0.037612,0.007082,0.037079,0.196509,0.224399,0.050133,0.08142,0.036164,0.033593,0.070174,0.027328,0.028479,0.033128,0.06205,0.063075,0.045079,0.028585,0.023624,0.044264,0.048102,0.026071,0.078393,0.081196,0.087026,0.070011,0.063352,0.040197,0.066207,0.075811,0.072302,0.084684,0.081729,0.06439,0.101832,0.040573,0.025276,0.067334,0.022444,0.016855,0.050404,0.027766,0.07264,1,0.025711,0.049185,0.049622,0.767482,0.075626,0.034464,0.031118,0.062977,0.022947,0.026674,0.068544,0.066136,0.074903,0.086667,0.040275,0.048777,0.084003,0.065265,0.100512,0.050273,0.071009,0.102021,0.044387,0.073196,0.037571,0.055886,0.030804,0.092416,0.088986,0.056065,0.058145,0.039523,0.057509,0.05674,0.081678,0.063592,0.045032,0.065979,0.095689,0.040235,0.105858,0.049406,0.044153,0.06472,0.079383,0.257456,0.017013,0.070079,0.080696,0.016424,0.021703,0.039532,0.009627,0.07351,0.069529,0.098084,0.019912,0.04978,0.037635
0.023787,0.013984,0.007434,0.0091,0.023445,0.024321,0.0164,0.028574,0.01498,0.020501,0.027688,0.022003,0.021771,0.010612,0.019214,0.027445,0.052267,0.010246,0.01477,0.01462,0.011075,0.016729,0.019319,0.017121,0.076009,0.048932,0.02885,0.047699,0.407101,0.020561,0.021043,0.089473,0.089,0.091026,0.032644,0.081212,0.061473,0.085514,0.09627,0.083449,0.089347,0.063566,0.094597,0.055551,0.052057,0.088942,0.057057,0.017639,0.097798,0.029859,0.090498,0.026885,0.024516,0.05317,0.080965,0.021994,0.023928,0.049578,0.01555,0.098509,0.102682,0.100341,0.026022,0.0236,0.019558,0.051572,0.016963,0.034376,0.028747,0.024197,0.027993,0.088144,0.076936,0.092204,0.051205,0.01488,0.074974,0.023039,0.023366,0.015963,0.046722,0.04781,0.022932,0.048671,0.079814,0.018694,0.016862,0.006715,0.007166,0.005069,0.081386,0.071075,0.116399,0.076491,0.071996,0.02743,0.027547,0.023405,0.023998,0.008614,0.018767,0.015785,0.023959,0.014802,0.017281,0.01866,0.017514,0.026965,0.029041,0.086597,0.020648,0.024727,0.097139,0.025189,0.023792,0.022701,0.046505,0.021479,0.025259,0.037427,0.027608,0.026286,0.015643,0.028563,0.076656,0.012608,0.014379,0.019019,0.004085,0.026606,0.031519,0.031394,0.017335,0.023447,0.071944,0.031233,0.027468,0.017163,0.055963,0.06992,0.017484,0.026792,0.090536,0.074419,0.067894,0.093421,0.018548,0.067262,0.028599,0.02046,0.020067,0.020947,0.016067,0.011077,0.014824,0.016766,0.018247,0.011459,0.099408,0.017369,0.02259,0.01944,0.079143,0.023372,0.011951,0.0125,0.010975,0.054409,0.022127,0.025711,1,0.017566,0.017356,0.027842,0.01848,0.033216,0.460192,0.017468,0.00836,0.010701,0.022241,0.014099,0.023044,0.021426,0.015622,0.01476,0.013042,0.020013,0.034718,0.022475,0.023041,0.026896,0.01324,0.024421,0.011175,0.012738,0.012418,0.016147,0.026835,0.011616,0.020796,0.014333,0.00999,0.106373,0.023302,0.014822,0.016871,0.022649,0.039219,0.021077,0.015108,0.043971,0.031633,0.020276,0.026402,0.02644,0.00851,0.022148,0.018749,0.013915,0.011599,0.013069,0.07385,0.018963,0.021233,0.012627,0.010572,0.017823,0.022591
0.193183,0.024026,0.009093,0.008302,0.070749,0.057689,0.038907,0.104742,0.053974,0.041317,0.045751,0.10249,0.065584,0.014004,0.041113,0.079036,0.02905,0.070421,0.126222,0.127379,0.051855,0.030785,0.060717,0.056215,0.030698,0.025247,0.032942,0.020355,0.024721,0.186106,0.19094,0.020664,0.038455,0.035381,0.055557,0.036566,0.026597,0.03021,0.048556,0.027656,0.019454,0.024986,0.050574,0.013276,0.025725,0.033231,0.025372,0.037057,0.036537,0.057502,0.034263,0.031111,0.064296,0.029802,0.038316,0.192265,0.196675,0.029708,0.031611,0.035897,0.040478,0.037942,0.193774,0.196834,0.175769,0.024005,0.196005,0.07384,0.0515,0.076589,0.051937,0.025363,0.024245,0.026994,0.029152,0.024951,0.029665,0.222695,0.226134,0.125272,0.027399,0.028134,0.069397,0.024125,0.045935,0.036582,0.170227,0.009129,0.007475,0.005757,0.039461,0.030113,0.034401,0.034455,0.032072,0.044628,0.04055,0.018439,0.019102,0.008294,0.054211,0.02409,0.019071,0.024034,0.023573,0.039927,0.043847,0.068454,0.038043,0.04336,0.018947,0.137313,0.039333,0.186173,0.053054,0.053554,0.034891,0.035849,0.08551,0.030475,0.048901,0.041894,0.014712,0.077436,0.027854,0.012978,0.033042,0.018924,0.004622,0.0324,0.059304,0.048076,0.186817,0.069638,0.027784,0.034717,0.18584,0.018178,0.025779,0.027472,0.167848,0.189903,0.038368,0.027108,0.03125,0.043109,0.041384,0.026622,0.081819,0.070439,0.071219,0.066474,0.118761,0.072085,0.0525,0.065898,0.068328,0.031525,0.037354,0.12919,0.088956,0.027012,0.023297,0.065804,0.013665,0.010231,0.050974,0.026876,0.144047,0.049185,0.017566,1,0.526724,0.052294,0.063885,0.039873,0.023334,0.056173,0.016226,0.060913,0.076195,0.039131,0.049926,0.098319,0.025167,0.030137,0.024111,0.061846,0.114134,0.023736,0.077308,0.06375,0.030838,0.062018,0.013695,0.036114,0.027124,0.023321,0.065418,0.051707,0.056358,0.039769,0.024502,0.039677,0.060161,0.021828,0.040614,0.201363,0.062591,0.020295,0.036505,0.041163,0.032667,0.059269,0.076887,0.034126,0.012846,0.180282,0.083108,0.010833,0.012232,0.024703,0.018048,0.068759,0.221211,0.040943,0.012819,0.037542,0.019989
