GENE PRODUCT DB	GENE PRODUCT ID	GO TERM	GO NAME	GO ASPECT
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0005515	protein binding	F
UniProtKB	P35968	GO:0019838	growth factor binding	F
UniProtKB	P35968	GO:0019838	growth factor binding	F
UniProtKB	P35968	GO:0038085	vascular endothelial growth factor binding	F
UniProtKB	P35968	GO:0042802	identical protein binding	F
UniProtKB	P35968	GO:0042802	identical protein binding	F
UniProtKB	P35968	GO:0042802	identical protein binding	F
UniProtKB	P35968	GO:0045296	cadherin binding	F
UniProtKB	P35968	GO:0045296	cadherin binding	F
UniProtKB	P35968	GO:0051879	Hsp90 protein binding	F
UniProtKB	P36507	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P36507	GO:0004708	MAP kinase kinase activity	F
UniProtKB	P36507	GO:0004708	MAP kinase kinase activity	F
UniProtKB	P36507	GO:0004712	protein serine/threonine/tyrosine kinase activity	F
UniProtKB	P36507	GO:0005078	MAP-kinase scaffold activity	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0005515	protein binding	F
UniProtKB	P36507	GO:0030165	PDZ domain binding	F
UniProtKB	P36507	GO:0043539	protein serine/threonine kinase activator activity	F
UniProtKB	P36507	GO:0097110	scaffold protein binding	F
UniProtKB	P36507	GO:0097110	scaffold protein binding	F
UniProtKB	P36888	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P36888	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P36888	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P36888	GO:0004714	transmembrane receptor protein tyrosine kinase activity	F
UniProtKB	P36888	GO:0004714	transmembrane receptor protein tyrosine kinase activity	F
UniProtKB	P36888	GO:0004896	cytokine receptor activity	F
UniProtKB	P36888	GO:0005021	vascular endothelial growth factor receptor activity	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0005515	protein binding	F
UniProtKB	P36888	GO:0019838	growth factor binding	F
UniProtKB	P36888	GO:0141038	phosphatidylinositol 3-kinase activator activity	F
UniProtKB	P36894	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P36894	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	F
UniProtKB	P36894	GO:0005025	transforming growth factor beta receptor activity, type I	F
UniProtKB	P36894	GO:0005025	transforming growth factor beta receptor activity, type I	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005515	protein binding	F
UniProtKB	P36894	GO:0005524	ATP binding	F
UniProtKB	P36894	GO:0036122	BMP binding	F
UniProtKB	P36894	GO:0042803	protein homodimerization activity	F
UniProtKB	P36894	GO:0046332	SMAD binding	F
UniProtKB	P36894	GO:0046332	SMAD binding	F
UniProtKB	P36894	GO:0098821	BMP receptor activity	F
UniProtKB	P36894	GO:0098821	BMP receptor activity	F
UniProtKB	P36896	GO:0017002	activin receptor activity	F
UniProtKB	P36896	GO:0019838	growth factor binding	F
UniProtKB	P36896	GO:0048185	activin binding	F
UniProtKB	P36896	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P36896	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P36896	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P36896	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P36896	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005515	protein binding	F
UniProtKB	P36896	GO:0005524	ATP binding	F
UniProtKB	P36896	GO:0016361	activin receptor activity, type I	F
UniProtKB	P36896	GO:0016361	activin receptor activity, type I	F
UniProtKB	P36896	GO:0016361	activin receptor activity, type I	F
UniProtKB	P36896	GO:0017002	activin receptor activity	F
UniProtKB	P36896	GO:0031625	ubiquitin protein ligase binding	F
UniProtKB	P36896	GO:0034711	inhibin binding	F
UniProtKB	P36896	GO:0046332	SMAD binding	F
UniProtKB	P36896	GO:0070411	I-SMAD binding	F
UniProtKB	P36897	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P36897	GO:0019838	growth factor binding	F
UniProtKB	P36897	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P36897	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P36897	GO:0004672	protein kinase activity	F
UniProtKB	P36897	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P36897	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P36897	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	F
UniProtKB	P36897	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	F
UniProtKB	P36897	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P36897	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P36897	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P36897	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P36897	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P36897	GO:0005025	transforming growth factor beta receptor activity, type I	F
UniProtKB	P36897	GO:0005025	transforming growth factor beta receptor activity, type I	F
UniProtKB	P36897	GO:0005114	type II transforming growth factor beta receptor binding	F
UniProtKB	P36897	GO:0005114	type II transforming growth factor beta receptor binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005515	protein binding	F
UniProtKB	P36897	GO:0005524	ATP binding	F
UniProtKB	P36897	GO:0016361	activin receptor activity, type I	F
UniProtKB	P36897	GO:0031625	ubiquitin protein ligase binding	F
UniProtKB	P36897	GO:0046332	SMAD binding	F
UniProtKB	P36897	GO:0046332	SMAD binding	F
UniProtKB	P36897	GO:0046332	SMAD binding	F
UniProtKB	P36897	GO:0046332	SMAD binding	F
UniProtKB	P36897	GO:0046332	SMAD binding	F
UniProtKB	P36897	GO:0046332	SMAD binding	F
UniProtKB	P36897	GO:0048185	activin binding	F
UniProtKB	P36897	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P36897	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P36897	GO:0070411	I-SMAD binding	F
UniProtKB	P37023	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P37023	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P37023	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	F
UniProtKB	P37023	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P37023	GO:0005025	transforming growth factor beta receptor activity, type I	F
UniProtKB	P37023	GO:0005025	transforming growth factor beta receptor activity, type I	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005515	protein binding	F
UniProtKB	P37023	GO:0005524	ATP binding	F
UniProtKB	P37023	GO:0016361	activin receptor activity, type I	F
UniProtKB	P37023	GO:0016361	activin receptor activity, type I	F
UniProtKB	P37023	GO:0019901	protein kinase binding	F
UniProtKB	P37023	GO:0046332	SMAD binding	F
UniProtKB	P37023	GO:0046332	SMAD binding	F
UniProtKB	P37023	GO:0048185	activin binding	F
UniProtKB	P37023	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37023	GO:0098821	BMP receptor activity	F
UniProtKB	P37023	GO:0098821	BMP receptor activity	F
UniProtKB	P37023	GO:0098821	BMP receptor activity	F
UniProtKB	P37173	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37173	GO:0004675	transmembrane receptor protein serine/threonine kinase activity	F
UniProtKB	P37173	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P37173	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P37173	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P37173	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P37173	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P37173	GO:0005024	transforming growth factor beta receptor activity	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005515	protein binding	F
UniProtKB	P37173	GO:0005539	glycosaminoglycan binding	F
UniProtKB	P37173	GO:0017002	activin receptor activity	F
UniProtKB	P37173	GO:0034713	type I transforming growth factor beta receptor binding	F
UniProtKB	P37173	GO:0034713	type I transforming growth factor beta receptor binding	F
UniProtKB	P37173	GO:0046332	SMAD binding	F
UniProtKB	P37173	GO:0046332	SMAD binding	F
UniProtKB	P37173	GO:0046332	SMAD binding	F
UniProtKB	P37173	GO:0048185	activin binding	F
UniProtKB	P37173	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37173	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37173	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37173	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37173	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37173	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37173	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37173	GO:0050431	transforming growth factor beta binding	F
UniProtKB	P37173	GO:0060090	molecular adaptor activity	F
UniProtKB	P41240	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P41240	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P41240	GO:0004713	protein tyrosine kinase activity	F
UniProtKB	P41240	GO:0004715	non-membrane spanning protein tyrosine kinase activity	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0005515	protein binding	F
UniProtKB	P41240	GO:0034236	protein kinase A catalytic subunit binding	F
UniProtKB	P41240	GO:0042802	identical protein binding	F
UniProtKB	P41743	GO:0004672	protein kinase activity	F
UniProtKB	P41743	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P41743	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P41743	GO:0004674	protein serine/threonine kinase activity	F
UniProtKB	P41743	GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	F
UniProtKB	P41743	GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	F
UniProtKB	P41743	GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	F
UniProtKB	P41743	GO:0004697	diacylglycerol-dependent serine/threonine kinase activity	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005515	protein binding	F
UniProtKB	P41743	GO:0005524	ATP binding	F
UniProtKB	P41743	GO:0005543	phospholipid binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0005515	protein binding	F
UniProtKB	P42336	GO:0016301	kinase activity	F
UniProtKB	P42336	GO:0016303	1-phosphatidylinositol-3-kinase activity	F
UniProtKB	P42336	GO:0016303	1-phosphatidylinositol-3-kinase activity	F
